aiuc1:aiuc1-req-b008	Protect model deployment environment	skos:relatedMatch	owasp-llm-2.0:llm072025-system-prompt-leakage	System Prompt Leakage	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-a003	Limit AI agent data collection	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-a004	Protect IP and trade secrets	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-a005	Prevent cross-customer data exposure	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-a006	Prevent PII leakage	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b001	Third-party testing of adversarial robustness	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b002	Detect adversarial input	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b004	Prevent AI endpoint scraping	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b006	Prevent unauthorized AI agent actions	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b009	Limit output over-exposure	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-d003	Restrict unsafe tool calls	skos:relatedMatch	owasp-llm-2.0:llm082025-vector-and-embedding-weaknesses	Vector and Embedding Weaknesses	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b009	Limit output over-exposure	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	Misinformation	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-c003	Prevent harmful outputs	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	Misinformation	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-d001	Prevent hallucinated outputs	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	Misinformation	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-d002	Third-party testing for hallucinations	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	Misinformation	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-a003	Limit AI agent data collection	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b002	Detect adversarial input	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b004	Prevent AI endpoint scraping	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b005	Implement real-time input filtering	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b006	Prevent unauthorized AI agent actions	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-b007	Enforce user access privileges to AI systems	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-d003	Restrict unsafe tool calls	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-e009	Monitor third-party access	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-e010	Establish AI acceptable use policy	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
aiuc1:aiuc1-req-e015	Log model activity	skos:relatedMatch	owasp-llm-2.0:llm102025-unbounded-consumption	Unbounded Consumption	semapv:ManualMappingCuration	0.85	elizabeth.daly@ie.ibm.com
