# curie_map:
#   owasp-asi: https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/
#   owasp-llm-2.0: https://genai.owasp.org/llmrisk/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
# mapping_set_id: https://github.com/IBM/ai-atlas-nexus/tree/main/src/data/mappings/owasp_asi2owasp_llm.tsv
# mapping_set_description: Mapping of OWASP Top 10 for Agentic Applications 2026 to OWASP Top 10 for LLM Applications 2025
# license: https://www.apache.org/licenses/LICENSE-2.0.html
# mapping_date: '2026-04-28'
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	confidence	comment
owasp-asi:asi07-insecure-inter-agent-communication	ASI07:2026 Insecure Inter-Agent Communication	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	LLM02:2025 Sensitive Information Disclosure	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.75	Insecure inter-agent communication can lead to sensitive information disclosure when messages are intercepted, but ASI07 is primarily about the integrity and authenticity of agent-to-agent messaging, not data leakage. Information disclosure is one possible consequence of compromised communication channels.
owasp-asi:asi07-insecure-inter-agent-communication	ASI07:2026 Insecure Inter-Agent Communication	skos:relatedMatch	owasp-llm-2.0:llm062025-excessive-agency	LLM06:2025 Excessive Agency	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.75	Excessive agency amplifies the impact of insecure inter-agent communication. Agents with more autonomy and broader tool access cause greater damage when their communication channels are compromised. LLM06 is an amplifying factor, not a parent concept.
owasp-asi:asi08-cascading-failures	ASI08:2026 Cascading Failures	skos:relatedMatch	owasp-llm-2.0:llm01-prompt-injection	LLM01:2025 Prompt Injection	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.75	Prompt injection can be the initial fault that triggers a cascade, but ASI08 focuses on the propagation and amplification of faults, not their origin. A single injection can trigger autonomous tool runs that spread errors across agents without human checks.
owasp-asi:asi08-cascading-failures	ASI08:2026 Cascading Failures	skos:relatedMatch	owasp-llm-2.0:llm042025-data-and-model-poisoning	LLM04:2025 Data and Model Poisoning	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.75	Data poisoning in persistent memory can be an initial fault that cascades across sessions and workflows. Poisoned data skews downstream agent decisions, but ASI08 addresses the propagation pattern, not the poisoning itself.
owasp-asi:asi08-cascading-failures	ASI08:2026 Cascading Failures	skos:relatedMatch	owasp-llm-2.0:llm062025-excessive-agency	LLM06:2025 Excessive Agency	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.80	Excessive agency enables cascading failures by allowing autonomous tool runs to spread errors without human checkpoints. The more autonomy agents have, the faster and wider faults propagate through connected systems.
owasp-asi:asi09-human-agent-trust-exploitation	ASI09:2026 Human-Agent Trust Exploitation	skos:relatedMatch	owasp-llm-2.0:llm01-prompt-injection	LLM01:2025 Prompt Injection	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.75	Prompt injection can cause trust exploitation by manipulating the agent into producing misleading but authoritative-sounding recommendations. However, trust exploitation can also occur without injection through inherent design flaws, anthropomorphism, or automation bias.
owasp-asi:asi09-human-agent-trust-exploitation	ASI09:2026 Human-Agent Trust Exploitation	skos:relatedMatch	owasp-llm-2.0:llm052025-improper-output-handling	LLM05:2025 Improper Output Handling	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.75	Misleading agent outputs contribute to trust exploitation, but ASI09 is specifically about the human psychology of over-reliance and automation bias. An agent can exploit trust while producing technically well-formed outputs.
owasp-asi:asi09-human-agent-trust-exploitation	ASI09:2026 Human-Agent Trust Exploitation	skos:relatedMatch	owasp-llm-2.0:llm062025-excessive-agency	LLM06:2025 Excessive Agency	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.80	More autonomy means more opportunity for trust exploitation. If the agent can only answer questions, trust exploitation is limited to bad advice; if it can take actions autonomously, the stakes are much higher. LLM06 is a contributing/amplifying factor.
owasp-asi:asi09-human-agent-trust-exploitation	ASI09:2026 Human-Agent Trust Exploitation	skos:broadMatch	owasp-llm-2.0:llm092025-misinformation	LLM09:2025 Misinformation	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.85	Trust exploitation is broader than misinformation. Misinformation (producing false information) is one vector for trust exploitation, but ASI09 also covers authority misrepresentation, over-confidence projection, and responsibility diffusion, none of which require the agent to produce false information. An agent can exploit trust while being factually correct.
owasp-asi:asi10-rogue-agents	ASI10:2026 Rogue Agents	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	LLM02:2025 Sensitive Information Disclosure	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.75	Sensitive information disclosure is a common consequence of rogue agent behavior. Agents that drift from their objectives or collude may exfiltrate data, but the core ASI10 risk is about loss of behavioral integrity, not data leakage specifically.
owasp-asi:asi10-rogue-agents	ASI10:2026 Rogue Agents	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	LLM09:2025 Misinformation	semapv:ManualMappingCuration	orcid:0009-0000-9090-7682	0.75	Misinformation propagation is a common consequence of rogue agent behavior. Agents exhibiting goal drift or reward hacking may produce false outputs, but ASI10 focuses on the loss of behavioral integrity and governance, not the content of outputs.
