#curie_map:
#  owasp_asi: https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/
#  ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#  aiuc1: https://www.aiuc-1.com/
#  granite-guardian: https://arxiv.org/abs/2412.07724
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#mapping_set_id: https://github.com/IBM/ai-atlas-nexus/tree/main/src/data/mappings/owasp_asi2ibm_risk_atlas.tsv
#mapping_set_description: Mapping from OWASP Top 10 for Agentic Applications 2026 to IBM AI Risk Atlas, Granite Guardian and AIUC-1
#license: https://www.apache.org/licenses/LICENSE-2.0.html
#mapping_date: "2026-06-17"
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	confidence	comment
owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	skos:relatedMatch	ibm-risk-atlas:atlas-incomplete-advice	Incomplete advice	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Compromised tool descriptions lead to misleading information and advice
owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	skos:relatedMatch	ibm-risk-atlas:atlas-data-poisoning	Data poisoning	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Supply chain compromise poisons the data and schemas agents depend on
owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	skos:relatedMatch	ibm-risk-atlas:atlas-jailbreaking	Jailbreaking	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Jailbreaking can enable exploitation of code generation to execute arbitrary code
owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	skos:relatedMatch	ibm-risk-atlas:atlas-prompt-injection	Prompt injection attack	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Prompt injection can manipulate code generation and execution
owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	skos:relatedMatch	ibm-risk-atlas:atlas-extraction-attack	Extraction attack	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.75	Both involve exploiting system capabilities to gain unauthorized access to code or internals
owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	skos:relatedMatch	ibm-risk-atlas:atlas-data-poisoning	Data poisoning	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Memory and context are forms of data that can be poisoned to corrupt agent behavior
owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	skos:relatedMatch	ibm-risk-atlas:atlas-hallucination	Hallucination	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Poisoned context can increase hallucination risk as agents reason over contaminated information
owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	skos:relatedMatch	ibm-risk-atlas:atlas-data-bias	Data bias	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Biased or misleading data in memory causes biased agent behavior
owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	skos:relatedMatch	ibm-risk-atlas:atlas-prompt-injection	Prompt injection attack	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Agent messages can be injected with malicious content (agent-in-the-middle variant of prompt injection)
owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	skos:relatedMatch	ibm-risk-atlas:atlas-attribute-inference-attack	Attribute inference attack	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.75	Inter-agent messages can leak attributes and sensitive information through side-channels
owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	skos:relatedMatch	ibm-risk-atlas:atlas-data-privacy-rights	Data privacy rights	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Unencrypted or unauthenticated communication violates data privacy principles
owasp_asi:asi08-cascading-failures	Cascading Failures	skos:relatedMatch	ibm-risk-atlas:atlas-hallucination	Hallucination	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Hallucinations can propagate across agents, amplifying errors
owasp_asi:asi08-cascading-failures	Cascading Failures	skos:relatedMatch	ibm-risk-atlas:atlas-data-contamination	Data contamination	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Contaminated data spreads through agent networks, causing cascading failures
owasp_asi:asi08-cascading-failures	Cascading Failures	skos:relatedMatch	ibm-risk-atlas:atlas-poor-model-accuracy	Poor model accuracy	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Accuracy failures in one agent propagate through the system as cascades
owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	skos:closeMatch	ibm-risk-atlas:atlas-over-or-under-reliance	Over- or under-reliance	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Over-reliance on agents is the mechanism through which trust exploitation occurs
owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	skos:relatedMatch	ibm-risk-atlas:atlas-incomplete-advice	Incomplete advice	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Agents can provide misleading advice that humans trust and act upon
owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	skos:relatedMatch	ibm-risk-atlas:atlas-lack-of-system-transparency	Lack system transparency	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Opaque agent reasoning makes it harder for humans to verify trustworthiness
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	ibm-risk-atlas:atlas-function-calling-hallucination-agentic	Function calling hallucination	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Rogue agents may make incorrect function calls leading to unintended actions
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	ibm-risk-atlas:atlas-unauthorized-use-agentic	Unauthorized use	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Rogue agents deviate from intended use and authorized scope
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	ibm-risk-atlas:atlas-mitigation-maintenance-agentic	Mitigation and maintenance	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Rogue behavior emerges from complex agent interactions and requires ongoing oversight
owasp_asi:asi01-agent-goal-hijack	Agent Goal Hijack	skos:relatedMatch	granite-guardian:granite-jailbreak	Jailbreaking	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Jailbreak attempts can be used to manipulate agent goals and circumvent safeguards
owasp_asi:asi01-agent-goal-hijack	Agent Goal Hijack	skos:relatedMatch	granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	General harmful intent in prompts that could redirect agent objectives
owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	skos:relatedMatch	granite-guardian:granite-function-call	Function Calling Hallucination	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Detects unsafe or misaligned function calls in agent systems
owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	skos:relatedMatch	granite-guardian:granite-jailbreak	Jailbreaking	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Jailbreaking attempts bypass tool safety constraints
owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	skos:relatedMatch	granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.75	Detects harmful patterns in prompts attempting privilege escalation
owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	skos:relatedMatch	granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Detects malicious content in dynamically discovered tools and schemas
owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	skos:relatedMatch	granite-guardian:granite-evasiveness	Evasiveness	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.75	Detects evasive or misleading descriptions in supply chain components
owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	skos:relatedMatch	granite-guardian:granite-jailbreak	Jailbreaking	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Jailbreak attempts could lead to code generation and execution exploits
owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	skos:relatedMatch	granite-guardian:granite-function-call	Function Calling Hallucination	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Detects unsafe or adversarial function/code execution sequences
owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	skos:relatedMatch	granite-guardian:granite-groundedness	Groundedness	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Detects ungrounded responses indicating poisoned context or corrupted memory
owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	skos:relatedMatch	granite-guardian:granite-relevance	Context Relevance	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Detects when retrieved or stored context is irrelevant or corrupted
owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	skos:relatedMatch	granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Detects malicious content in inter-agent message exchanges
owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	skos:relatedMatch	granite-guardian:granite-evasiveness	Evasiveness	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.75	Detects evasive or spoofed agent communications
owasp_asi:asi08-cascading-failures	Cascading Failures	skos:relatedMatch	granite-guardian:granite-groundedness	Groundedness	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Detects hallucinations that could cascade through agent networks
owasp_asi:asi08-cascading-failures	Cascading Failures	skos:relatedMatch	granite-guardian:granite-answer-relevance	Answer Relevance	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Detects irrelevant or corrupted responses that propagate through agent systems
owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	skos:relatedMatch	granite-guardian:granite-groundedness	Groundedness	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Detects hallucinations and ungrounded claims that could deceive users
owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	skos:relatedMatch	granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Detects harmful or manipulative agent responses
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	granite-guardian:granite-jailbreak	Jailbreaking	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Jailbreak attempts could cause agent goal drift and behavioral divergence
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	granite-guardian:granite-function-call	Function Calling Hallucination	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Detects anomalous or misaligned function calls indicating rogue behavior
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Detects harmful intents and behaviors emerging from rogue agents
owasp_asi:asi01-agent-goal-hijack	Agent Goal Hijack	skos:relatedMatch	aiuc1:aiuc1-req-b003	Detect and prevent prompt injections	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Prompt injection detection is critical for preventing agent goal hijacking
owasp_asi:asi01-agent-goal-hijack	Agent Goal Hijack	skos:relatedMatch	aiuc1:aiuc1-req-b006	Prevent unauthorized AI agent actions	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Direct mapping: unauthorized actions are the manifestation of goal hijack attacks
owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	skos:relatedMatch	aiuc1:aiuc1-req-d003	Restrict unsafe tool calls	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Core control for preventing tool misuse in agentic systems
owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	skos:relatedMatch	aiuc1:aiuc1-req-d004	Validate agent outputs	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Output validation prevents downstream exploitation from misused tools
owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	skos:relatedMatch	aiuc1:aiuc1-req-a003	Limit AI agent data access	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Tool access should be bounded by principle of least privilege for data
owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	skos:relatedMatch	aiuc1:aiuc1-req-b001	Implement access controls	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Access controls are fundamental to preventing identity and privilege abuse
owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	skos:relatedMatch	aiuc1:aiuc1-req-e001	Maintain audit trails	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Comprehensive audit trails enable detection of privilege escalation patterns
owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	skos:relatedMatch	aiuc1:aiuc1-req-e015	Log AI system activity	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Detailed logging of identity-based agent actions is essential for accountability
owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	skos:relatedMatch	aiuc1:aiuc1-req-b009	Validate third-party AI components	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Direct mapping: validates upstream tools, schemas, and components
owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	skos:relatedMatch	aiuc1:aiuc1-req-a001	Implement data governance policies	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Supply chain governance ensures data integrity through component lifecycle
owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	skos:relatedMatch	aiuc1:aiuc1-req-b003	Detect and prevent prompt injections	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Prompt injection is a primary vector for code execution attacks
owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	skos:relatedMatch	aiuc1:aiuc1-req-d003	Restrict unsafe tool calls	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Restricting code execution capabilities is critical control
owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	skos:relatedMatch	aiuc1:aiuc1-req-d004	Validate agent outputs	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Validates generated code before execution
owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	skos:relatedMatch	aiuc1:aiuc1-req-a001	Implement data governance policies	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Data governance covers data quality and integrity in storage and retrieval
owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	skos:relatedMatch	aiuc1:aiuc1-req-a006	Manage data lifecycle	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Data lifecycle management includes sanitization and validation of stored data
owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	skos:relatedMatch	aiuc1:aiuc1-req-e015	Log AI system activity	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Logging enables detection of context poisoning through anomaly patterns
owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	skos:relatedMatch	aiuc1:aiuc1-req-b001	Implement access controls	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Access controls protect inter-agent communication channels
owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	skos:relatedMatch	aiuc1:aiuc1-req-e001	Maintain audit trails	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Audit trails of agent communications enable tamper detection
owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	skos:relatedMatch	aiuc1:aiuc1-req-e015	Log AI system activity	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Detailed logging of inter-agent messages enables spoofing detection
owasp_asi:asi08-cascading-failures	Cascading Failures	skos:relatedMatch	aiuc1:aiuc1-req-d002	Implement fallback mechanisms	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Fallbacks directly prevent cascade propagation
owasp_asi:asi08-cascading-failures	Cascading Failures	skos:relatedMatch	aiuc1:aiuc1-req-c008	Implement circuit breakers for AI agents	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Circuit breakers are the primary control for preventing cascading failures
owasp_asi:asi08-cascading-failures	Cascading Failures	skos:relatedMatch	aiuc1:aiuc1-req-e015	Log AI system activity	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Logging enables early detection of cascading failure patterns
owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	skos:relatedMatch	aiuc1:aiuc1-req-e003	Document AI decision logic	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Explainability and documentation enable humans to verify trustworthiness
owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	skos:relatedMatch	aiuc1:aiuc1-req-e001	Maintain audit trails	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Audit trails provide transparency for human verification and oversight
owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	skos:relatedMatch	aiuc1:aiuc1-req-d001	Monitor model performance and accuracy	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.8	Performance monitoring enables detection of degraded accuracy used in deception
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	aiuc1:aiuc1-req-b006	Prevent unauthorized AI agent actions	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.95	Preventing unauthorized actions is the core mitigation for rogue agents
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	aiuc1:aiuc1-req-c008	Implement circuit breakers for AI agents	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.9	Circuit breakers stop rogue agents from propagating harmful actions
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	aiuc1:aiuc1-req-e012	Establish responsibility frameworks	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Clear responsibility structures enable rapid identification and isolation of rogue agents
owasp_asi:asi10-rogue-agents	Rogue Agents	skos:relatedMatch	aiuc1:aiuc1-req-e015	Log AI system activity	semapv:LLMBasedMatching	ingevejs@ie.ibm.com	0.85	Comprehensive logging enables post-incident forensics on rogue agent behavior
aiuc1:aiuc1-ctrl-b003-1	B003.1 Documentation: Technical information disclosure guidelines	nexus:hasRelatedRisk	owasp_asi:asi01-agent-goal-hijack	Agent Goal Hijack	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b003
aiuc1:aiuc1-ctrl-b003-2	B003.2 Documentation: Public disclosure approval records	nexus:hasRelatedRisk	owasp_asi:asi01-agent-goal-hijack	Agent Goal Hijack	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b003
aiuc1:aiuc1-ctrl-b006-1	B006.1 Config: Agent service access restrictions	nexus:hasRelatedRisk	owasp_asi:asi01-agent-goal-hijack	Agent Goal Hijack	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b006
aiuc1:aiuc1-ctrl-b006-2	B006.2 Config: Agent security monitoring and alerting	nexus:hasRelatedRisk	owasp_asi:asi01-agent-goal-hijack	Agent Goal Hijack	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b006
aiuc1:aiuc1-ctrl-d003-1	D003.1 Config: Tool authorization & validation	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d003-2	D003.2 Config: Rate limits for tools	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d003-3	D003.3 Config: Tool call log	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d003-4	D003.4 Config: Human-approval workflows	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d003-5	D003.5 Documentation: tool call log reviews	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d004-1	D004.1 Report: Tool call testing	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d004
aiuc1:aiuc1-ctrl-a003-1	A003.1 Config: Data collection scoping	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a003
aiuc1:aiuc1-ctrl-a003-2	A003.2 Config: Alerting system for auth failures	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a003
aiuc1:aiuc1-ctrl-a003-3	A003.3 Config: Authorization system integration	nexus:hasRelatedRisk	owasp_asi:asi02-tool-misuse-and-exploitation	Tool Misuse & Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a003
aiuc1:aiuc1-ctrl-b001-1	B001.1 Report: adversarial testing results	nexus:hasRelatedRisk	owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b001
aiuc1:aiuc1-ctrl-b001-2	B001.2 Documentation: Security program integration	nexus:hasRelatedRisk	owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b001
aiuc1:aiuc1-ctrl-e001-1	E001.1 Documentation: AI failure plan for security breaches	nexus:hasRelatedRisk	owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e001
aiuc1:aiuc1-ctrl-e015-1	E015.1 Config: Logging implementation	nexus:hasRelatedRisk	owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-2	E015.2 Config: Log storage	nexus:hasRelatedRisk	owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-3	E015.3 Config: Log integrity protection	nexus:hasRelatedRisk	owasp_asi:asi03-identity-and-privilege-abuse	Identity & Privilege Abuse	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-b009-1	B009.1 Config: Output volume limits	nexus:hasRelatedRisk	owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b009
aiuc1:aiuc1-ctrl-b009-2	B009.2 Demonstration: User output notices	nexus:hasRelatedRisk	owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b009
